Station ID,Functional Class,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"007-0114",4R : Rural Minor Arterial,"31.276130, -84.381199",2019,2720,Estimated,185,520,0.832,1.135,0.0847,0.54,3430,Short Term
"007-0118",4R : Rural Minor Arterial,"31.312783, -84.347584",2019,5300,Estimated,,,,,0.0855,0.59,8850,Short Term
"007-0119",4R : Rural Minor Arterial,"31.324120, -84.341278",2019,4220,Estimated,281,420,0.342,0.855,0.0985,0.54,5310,Short Term
"007-0122",4R : Rural Minor Arterial,"31.334339, -84.321298",2019,3280,Actual,296,494,0.518,0.822,0.0941,0.58,4250,Short Term
"007-0124",4R : Rural Minor Arterial,"31.393407, -84.278284",2019,2960,Actual,211,428,0.473,1.115,0.0878,0.55,3730,Short Term
"007-0126",5R : Rural Major Collector,"31.272721, -84.545286",2019,260,Actual,,,,,0.124,0.69,430,Short Term
"007-0128",6R : Rural Minor Collector,"31.330997, -84.526389",2019,180,Estimated,,,,,0.1468,0.5,270,Short Term
"007-0129",5R : Rural Major Collector,"31.405466, -84.522790",2019,110,Estimated,16,3,1.802,,0.1351,0.53,140,Short Term
"007-0131",5R : Rural Major Collector,"31.321442, -84.577242",2019,210,Estimated,10,8,0.04,0.037,0.1164,0.52,260,Short Term
"007-0133",5R : Rural Major Collector,"31.404308, -84.596237",2019,180,Estimated,18,11,1.714,,0.1657,0.55,280,Short Term
"007-0135",5R : Rural Major Collector,"31.266844, -84.599101",2019,210,Estimated,21,2,4.245,,0.1509,0.53,510,Short Term
"007-0137",5R : Rural Major Collector,"31.294612, -84.606482",2019,460,Estimated,,,,,0.1203,0.59,580,Short Term
"007-0139",5R : Rural Major Collector,"31.287804, -84.576145",2019,640,Estimated,,,,,0.1024,0.74,1180,Short Term
"007-0141",5R : Rural Major Collector,"31.273469, -84.499406",2019,460,Actual,,,,,0.0993,0.59,580,Short Term
"007-0143",5R : Rural Major Collector,"31.282834, -84.425369",2019,930,Actual,,,,,0.0941,0.7,1230,Short Term
"007-0145",5R : Rural Major Collector,"31.301259, -84.384836",2019,1190,Actual,,,,,0.093,0.67,1500,Short Term
"007-0147",5R : Rural Major Collector,"31.313658, -84.350039",2019,910,Estimated,,,,,0.0955,0.52,1140,Short Term
"007-0149",5R : Rural Major Collector,"31.313378, -84.344007",2019,380,Actual,,,,,0.1083,0.52,480,Short Term
"007-0150",5R : Rural Major Collector,"31.316482, -84.335720",2019,270,Actual,6,1,0.375,0,0.1124,0.63,340,Short Term
"007-0152",5R : Rural Major Collector,"31.324229, -84.335347",2019,340,Estimated,,,,,,,560,Short Term
"007-0154",5R : Rural Major Collector,"31.332810, -84.618763",2019,100,Actual,,,,,0.1326,0.93,130,Short Term
"007-0157",5R : Rural Major Collector,"31.376868, -84.603111",2019,430,Actual,,,,,0.1,0.52,650,Short Term
"007-0159",5R : Rural Major Collector,"31.370135, -84.529596",2019,160,Actual,,,,,0.1252,0.86,210,Short Term
"007-0161",6R : Rural Minor Collector,"31.389850, -84.390222",2019,180,Estimated,,,,,0.1128,0.5,250,Short Term
"007-0163",5R : Rural Major Collector,"31.373277, -84.331359",2019,520,Estimated,,,,,0.1222,0.62,660,Short Term
"007-0165",5R : Rural Major Collector,"31.416356, -84.330321",2019,500,Actual,,,,,0.1201,0.6,630,Short Term
"007-0167",4R : Rural Minor Arterial,"31.308341, -84.341912",2019,3670,Actual,,,,,0.0871,0.55,6290,Short Term
"007-0169",4R : Rural Minor Arterial,"31.312785, -84.351747",2019,1740,Estimated,139,313,1.064,1.064,0.1135,0.63,2210,Short Term
"007-0171",4R : Rural Minor Arterial,"31.315541, -84.355251",2019,1230,Actual,,,,,0.0841,0.56,1910,Short Term
"007-0173",4R : Rural Minor Arterial,"31.319994, -84.363552",2019,1350,Estimated,104,217,0.842,0.842,0.1002,0.55,1700,Short Term
"007-0175",4R : Rural Minor Arterial,"31.343698, -84.446821",2019,1290,Actual,,,,,0.0865,0.6,1910,Short Term
"007-0177",4R : Rural Minor Arterial,"31.390288, -84.481719",2019,770,Estimated,60,168,1.068,2.003,0.0935,0.5,1170,Short Term
"007-8005",7R : Rural Local,"31.307093, -84.409026",2019,190,Estimated,,,,,,,280,Short Term
"007-8012",6R : Rural Minor Collector,"31.405238, -84.303539",2019,30,Estimated,7,,11.111,0,0.192,0.78,30,Short Term
"007-8013",6R : Rural Minor Collector,"31.367905, -84.470383",2019,110,Estimated,,,,,0.1412,0.5,170,Short Term
"007-8014",7R : Rural Local,"31.197958, -84.482635",2019,30,Estimated,2,1,3.125,,0.1875,0.67,40,Short Term
"007-8015",7R : Rural Local,"31.218949, -84.515102",2019,80,Estimated,,,,,0.1309,0.5,100,Short Term
"007-8016",7R : Rural Local,"31.341874, -84.512194",2019,360,Estimated,41,21,0.277,0.554,0.1053,0.53,780,Short Term
"009-0101",6U : Urban Minor Collector,"33.077116, -83.225161",2019,2530,Actual,,,,,0.128,,3190,Short Term
"009-0103",4U : Urban Minor Arterial,"33.078880, -83.222833",2019,9920,Estimated,554,197,0.541,0.08,0.0942,0.57,12500,Short Term
"009-0104",6U : Urban Minor Collector,"33.048883, -83.223550",2019,350,Estimated,,,,,0.1111,0.5,440,Short Term
"009-0107",3U : Urban Principal Arterial - Other,"33.058677, -83.364390",2019,5470,Estimated,445,152,0.636,0.127,0.1024,0.8,6890,Short Term
"009-0112",3U : Urban Principal Arterial - Other,"33.081520, -83.299700",2019,7910,Actual,461,193,0.442,0.164,0.0971,0.8,9970,Short Term
"009-0116",3U : Urban Principal Arterial - Other,"33.091501, -83.251349",2019,8160,Estimated,303,122,0.329,0.256,0.1044,0.51,10300,Short Term
"009-0118",3U : Urban Principal Arterial - Other,"33.083154, -83.245087",2019,4910,Actual,234,62,0.285,0.041,0.1038,0.8,6290,Short Term
"009-0121",3U : Urban Principal Arterial - Other,"33.082075, -83.238106",2019,6110,Estimated,449,92,0.764,0.195,0.1012,0.51,7700,Short Term
"009-0123",3U : Urban Principal Arterial - Other,"33.082872, -83.233844",2019,10800,Actual,,,,,0.0884,0.5,13700,Short Term
"009-0125",3U : Urban Principal Arterial - Other,"33.083561, -83.230320",2019,6900,Estimated,,,,,0.0932,0.5,8690,Short Term
"009-0129",3U : Urban Principal Arterial - Other,"33.084205, -83.226892",2019,4930,Actual,,,,,0.0898,0.65,6990,Short Term
"009-0132",3U : Urban Principal Arterial - Other,"33.084557, -83.225054",2019,11500,Estimated,,,,,0.0845,0.5,14500,Short Term
"009-0136",3U : Urban Principal Arterial - Other,"33.082894, -83.223941",2019,12100,Estimated,890,257,0.589,0.295,0.0879,0.51,15300,Short Term
"009-0138",3U : Urban Principal Arterial - Other,"33.083009, -83.218107",2019,15900,Actual,970,533,0.458,0.201,0.0916,0.62,20100,Short Term
"009-0141",3R : Rural Principal Arterial - Other,"33.085077, -83.208327",2019,11200,Estimated,752,384,0.357,0.165,0.0877,0.8,14200,Short Term
"009-0143",,"32.994568, -83.204084",2019,3870,Actual,219,824,0.465,1.292,0.0912,0.52,4880,Short Term
"009-0145",4R : Rural Minor Arterial,"33.111909, -83.140196",2019,3590,Estimated,255,267,0.488,0.459,0.0919,0.8,4520,Short Term
"009-0147",,"33.031920, -83.174970",2019,4060,Actual,196,713,0.394,1.379,0.0911,0.63,5120,Short Term
"009-0152",3R : Rural Principal Arterial - Other,"33.050341, -83.122432",2019,2280,Actual,214,207,0.526,0.263,0.0907,0.8,2880,Short Term
"009-0156",4R : Rural Minor Arterial,"33.086990, -83.172170",2019,7980,Actual,138,378,0.025,0.263,0.093,0.61,10100,CCS
"009-0158",4U : Urban Minor Arterial,"33.089090, -83.236256",2019,11900,Estimated,393,230,0.191,0.266,0.0911,0.8,15100,Short Term
"009-0161",4U : Urban Minor Arterial,"33.097919, -83.244663",2019,28900,Actual,,,,,0.0921,0.52,36500,Short Term
"009-0165",3U : Urban Principal Arterial - Other,"33.110120, -83.255660",2019,36600,Estimated,,,,,0.0932,0.58,46100,Short Term
"009-0167",3U : Urban Principal Arterial - Other,"33.143595, -83.271648",2019,21100,Actual,1161,858,0.413,0.237,0.0907,0.55,30400,Short Term
"009-0172",3U : Urban Principal Arterial - Other,"33.005779, -83.221133",2019,4720,Estimated,321,474,0.569,0.927,0.0921,0.52,6560,Short Term
"009-0174",4U : Urban Minor Arterial,"33.035225, -83.236042",2019,4380,Actual,,,,,0.0921,0.65,5520,Short Term
"009-0176",4U : Urban Minor Arterial,"33.045180, -83.232336",2019,4800,Estimated,191,64,0.352,0.041,0.1014,0.8,6050,Short Term
"009-0178",4U : Urban Minor Arterial,"33.057958, -83.230194",2019,7160,Actual,254,73,0.321,0.056,0.0893,0.8,9020,Short Term
"009-0181",4U : Urban Minor Arterial,"33.067635, -83.223526",2019,7070,Estimated,,,,,0.0931,0.53,8910,Short Term
"009-0183",4U : Urban Minor Arterial,"33.069290, -83.223785",2019,9920,Actual,423,133,0.323,0.121,0.0904,0.51,12500,Short Term
"009-0185",4U : Urban Minor Arterial,"33.074266, -83.225110",2019,8310,Estimated,,,,,0.0914,0.53,10500,Short Term
"009-0187",4U : Urban Minor Arterial,"33.076799, -83.226835",2019,3600,Actual,,,,,0.1013,0.65,4540,Short Term
"009-0189",4U : Urban Minor Arterial,"33.076522, -83.228192",2019,5760,Estimated,610,93,0.5,0.345,0.1043,0.57,7260,Short Term
"009-0192",4U : Urban Minor Arterial,"33.077808, -83.231313",2019,3580,Actual,,,,,0.0963,0.65,4520,Short Term
"009-0194",4U : Urban Minor Arterial,"33.081876, -83.232496",2019,5200,Estimated,,,,,0.0949,0.65,6550,Short Term
"009-0196",4R : Rural Minor Arterial,"33.012786, -83.344911",2019,5190,Actual,295,292,0.27,0.289,0.0904,0.8,7000,Short Term
"009-0201",3U : Urban Principal Arterial - Other,"33.048020, -83.292707",2019,6100,Estimated,307,273,0.375,0.179,0.0947,0.8,7680,Short Term
"009-0205",3U : Urban Principal Arterial - Other,"33.075618, -83.245762",2019,11000,Estimated,699,326,0.721,0.297,0.0883,0.8,13900,Short Term
"009-0207",3U : Urban Principal Arterial - Other,"33.079526, -83.235817",2019,7280,Actual,465,248,0.632,0.33,0.0837,0.8,9170,Short Term
"009-0212",3U : Urban Principal Arterial - Other,"33.080461, -83.230992",2019,8690,Estimated,,,,,0.0934,0.5,10900,Short Term
"009-0214",3U : Urban Principal Arterial - Other,"33.081112, -83.227663",2019,7450,Actual,,,,,0.0904,0.5,9390,Short Term
"009-0216",3U : Urban Principal Arterial - Other,"33.081353, -83.226453",2019,6370,Estimated,,,,,0.0955,,8020,Short Term
"009-0218",3U : Urban Principal Arterial - Other,"33.081809, -83.224204",2019,7900,Actual,,,,,0.0934,0.59,9960,Short Term
"009-0223",4U : Urban Minor Arterial,"33.067995, -83.222026",2019,2900,Estimated,119,18,0.377,0.103,0.1017,0.8,3650,Short Term
"009-0225",6U : Urban Minor Collector,"33.021053, -83.200146",2019,2230,Actual,144,45,0.493,0.269,0.1317,0.8,4470,Short Term
"009-0227",4U : Urban Minor Arterial,"33.037210, -83.209825",2019,3620,Actual,182,36,0.331,0.083,0.1118,0.8,5800,Short Term
"009-0229",4U : Urban Minor Arterial,"33.047584, -83.212507",2019,3710,Estimated,140,74,0.483,0.429,0.1038,0.8,4670,Short Term
"009-0232",4U : Urban Minor Arterial,"33.055131, -83.214508",2019,4980,Actual,120,55,0.261,0.1,0.099,0.8,6280,Short Term
"009-0234",4U : Urban Minor Arterial,"33.062101, -83.216272",2019,7750,Estimated,237,92,0.282,0.102,0.0919,0.8,9770,Short Term
"009-0236",4U : Urban Minor Arterial,"33.074275, -83.221572",2019,8970,Actual,445,66,0.19,0.067,0.088,0.57,11800,Short Term
"009-0241",4U : Urban Minor Arterial,"33.123673, -83.295044",2019,4140,Actual,231,141,0.435,0.169,0.1115,0.8,5210,Short Term
"009-0243",4U : Urban Minor Arterial,"33.128159, -83.304868",2019,2790,Estimated,140,85,0.391,0.142,0.1096,0.8,3520,Short Term
"009-0245",5R : Rural Major Collector,"33.156928, -83.350790",2019,2860,Actual,,,,,0.13,0.65,3610,Short Term
"009-0247",5R : Rural Major Collector,"32.964858, -83.289804",2019,2440,Actual,145,66,0.411,0.246,0.1031,0.8,3070,Short Term
"009-0249",6R : Rural Minor Collector,"32.996229, -83.294069",2019,340,Estimated,,,,,0.1243,0.5,420,Short Term
"009-0252",5R : Rural Major Collector,"32.984828, -83.271931",2019,2990,Actual,146,121,0.268,0.067,0.1011,0.8,3760,Short Term
"009-0254",6U : Urban Minor Collector,"33.008405, -83.246651",2019,4590,Actual,149,160,0.153,0.087,0.1034,0.8,5780,Short Term
"009-0256",5R : Rural Major Collector,"33.002512, -83.363576",2019,360,Actual,,,,,0.1227,0.8,460,Short Term
"009-0258",5R : Rural Major Collector,"32.985796, -83.322434",2019,470,Estimated,,,,,0.1323,0.5,600,Short Term
"009-0261",5R : Rural Major Collector,"33.000982, -83.271305",2019,690,Estimated,,,,,0.1293,0.5,870,Short Term
"009-0263",6R : Rural Minor Collector,"32.975008, -83.332613",2019,270,Actual,,,,,0.136,0.8,340,Short Term
"009-0265",6R : Rural Minor Collector,"32.968373, -83.303659",2019,370,Actual,,,,,0.1194,0.8,470,Short Term
"009-0267",6R : Rural Minor Collector,"32.975991, -83.290807",2019,190,Estimated,,,,,0.1367,0.5,240,Short Term
"009-0269",4U : Urban Minor Arterial,"33.054154, -83.266707",2019,2620,Estimated,,,,,0.113,0.65,3300,Short Term
"009-0271",4U : Urban Minor Arterial,"33.053431, -83.248120",2019,5440,Estimated,,,,,,,8890,Short Term
"009-0272",5R : Rural Major Collector,"33.074248, -83.391998",2019,330,Estimated,,,,,0.122,0.5,410,Short Term
"009-0283",4U : Urban Minor Arterial,"33.083583, -83.225826",2019,9450,Estimated,,,,,0.098,0.55,11900,Short Term
"009-0285",4U : Urban Minor Arterial,"33.087484, -83.226956",2019,19200,Actual,900,270,0.287,0.089,0.0903,0.52,27800,Short Term
"009-0287",4U : Urban Minor Arterial,"33.096627, -83.229667",2019,12000,Estimated,,,,,0.1053,0.57,15100,Short Term
"009-0292",4U : Urban Minor Arterial,"33.109599, -83.231813",2019,12000,Estimated,,,,,0.107,0.58,15100,Short Term
"009-0294",4U : Urban Minor Arterial,"33.120206, -83.233614",2019,7680,Estimated,,,,,0.1153,0.5,9670,Short Term
"009-0296",4U : Urban Minor Arterial,"33.141728, -83.244874",2019,5500,Actual,,,,,0.1156,0.65,8630,Short Term
"009-0298",4U : Urban Minor Arterial,"33.150175, -83.270491",2019,6350,Estimated,,,,,0.1126,0.5,8000,Short Term
"009-0301",5R : Rural Major Collector,"33.103313, -83.187553",2019,3500,Actual,106,44,0.343,0.114,0.0989,0.8,4750,Short Term
"009-0305",5R : Rural Major Collector,"33.077789, -83.196525",2019,3750,Estimated,,,,,0.1226,0.5,4720,Short Term
"009-0307",5R : Rural Major Collector,"33.062364, -83.139651",2019,1780,Actual,,,,,0.1147,0.8,2990,Short Term
"009-0309",5R : Rural Major Collector,"33.052351, -83.096703",2019,1470,Estimated,77,28,0.477,0.068,0.1118,0.8,2970,Short Term
"009-0312",5R : Rural Major Collector,"33.051441, -83.069616",2019,1910,Estimated,,,,,,,4790,Short Term
"009-0314",5R : Rural Major Collector,"33.107317, -83.130873",2019,980,Estimated,,,,,0.1013,0.5,1230,Short Term
"009-0316",4U : Urban Minor Arterial,"33.022211, -83.212925",2019,940,Estimated,,,,,0.1358,0.8,1550,Short Term
"009-0318",4U : Urban Minor Arterial,"33.097486, -83.249888",2019,8050,Actual,405,155,0.385,0.099,0.0942,0.8,11800,Short Term
"009-0321",3U : Urban Principal Arterial - Other,"33.100446, -83.259874",2019,20000,Estimated,1716,1739,0.787,0.812,0.099,0.52,25100,Short Term
"009-0323",4U : Urban Minor Arterial,"33.110600, -83.250302",2019,8900,Actual,,,,,0.0909,0.5,11200,Short Term
"009-0327",5R : Rural Major Collector,"33.038765, -83.355546",2019,310,Estimated,,,,,,,390,Short Term
"009-0329",4U : Urban Minor Arterial,"33.088033, -83.244571",2019,2400,Estimated,56,9,0.165,,0.1154,0.61,3030,Short Term
"009-0332",4U : Urban Minor Arterial,"33.083473, -83.241668",2019,2280,Estimated,77,12,0.392,0.087,0.111,0.54,2880,Short Term
"009-0334",4U : Urban Minor Arterial,"33.052300, -83.229300",2019,1200,Estimated,,,,,0.0996,,1510,Short Term
"009-0336",4U : Urban Minor Arterial,"33.051699, -83.222118",2019,1000,Estimated,,,,,0.0949,0.5,1260,Short Term
"009-0341",4U : Urban Minor Arterial,"33.078858, -83.226395",2019,7470,Estimated,,,,,0.0968,0.67,9410,Short Term
"009-0345",4U : Urban Minor Arterial,"33.083457, -83.227680",2019,3720,Estimated,,,,,0.1051,0.5,4690,Short Term
"009-0349",6U : Urban Minor Collector,"33.063080, -83.223219",2019,2040,Actual,,,,,0.0944,0.8,2570,Short Term
"009-0352",4U : Urban Minor Arterial,"33.064849, -83.222222",2019,2310,Estimated,,,,,0.0926,0.58,2910,Short Term
"009-0356",6U : Urban Minor Collector,"33.067092, -83.221241",2019,210,Estimated,,,,,,,260,Short Term
"009-0358",6U : Urban Minor Collector,"33.073281, -83.223001",2019,480,Estimated,,,,,,,600,Short Term
"009-0363",6U : Urban Minor Collector,"33.057000, -83.235900",2019,1410,Estimated,,,,,0.1066,,1780,Short Term
"009-0365",6U : Urban Minor Collector,"33.064183, -83.233166",2019,1550,Estimated,,,,,0.1172,0.5,1960,Short Term
"009-0369",6U : Urban Minor Collector,"33.086514, -83.233779",2019,890,Estimated,,,,,0.1016,0.8,1120,Short Term
"009-0372",6U : Urban Minor Collector,"33.069866, -83.226247",2019,2620,Estimated,,,,,0.121,0.51,3300,Short Term
"009-0374",6U : Urban Minor Collector,"33.069953, -83.225024",2019,3300,Actual,,,,,0.1075,0.6,4160,Short Term
"009-0376",4U : Urban Minor Arterial,"33.074470, -83.226880",2019,3190,Estimated,99,20,0.312,0.062,0.0994,,4020,Short Term
"009-0378",4U : Urban Minor Arterial,"33.076980, -83.227620",2019,1940,Actual,,,,,0.1872,0.8,2440,Short Term
"009-0381",4U : Urban Minor Arterial,"33.081681, -83.228903",2019,4180,Estimated,,,,,0.1142,0.5,5270,Short Term
"009-0385",4U : Urban Minor Arterial,"33.082236, -83.234339",2019,4430,Estimated,,,,,0.1015,0.65,8860,Short Term
"009-0387",4U : Urban Minor Arterial,"33.093100, -83.234600",2019,9800,Estimated,,,,,0.0912,0.52,12300,Short Term
"009-0391",4U : Urban Minor Arterial,"33.090643, -83.248962",2019,3540,Estimated,176,46,0.042,0.013,0.1125,0.58,4450,Short Term
"009-0401",4U : Urban Minor Arterial,"33.055729, -83.238793",2019,5180,Estimated,138,23,0.345,0.038,0.0899,0.8,6530,Short Term
"009-0404",6U : Urban Minor Collector,"33.039465, -83.232583",2019,410,Estimated,,,,,0.1402,0.5,520,Short Term
"009-0407",6U : Urban Minor Collector,"33.076135, -83.237988",2019,2700,Actual,,,,,0.0992,0.65,6160,Short Term
"009-0412",6U : Urban Minor Collector,"33.098259, -83.240911",2019,3210,Estimated,93,11,0.382,,0.0976,0.8,4040,Short Term
"009-0414",6U : Urban Minor Collector,"33.101538, -83.235543",2019,1950,Actual,,,,,0.1039,0.8,2460,Short Term
"009-0416",6U : Urban Minor Collector,"33.089301, -83.229336",2019,2350,Estimated,,,,,0.1022,0.5,2960,Short Term
"009-0418",3U : Urban Principal Arterial - Other,"33.032755, -83.249048",2019,8410,Actual,542,705,0.428,0.428,0.0893,0.52,12800,Short Term
"009-0420",3U : Urban Principal Arterial - Other,"33.062999, -83.250513",2019,9860,Estimated,628,629,0.564,0.504,0.095,0.63,12400,Short Term
"009-0422",3U : Urban Principal Arterial - Other,"33.084823, -83.260886",2019,15900,Actual,743,786,0.339,0.245,0.0874,0.5,24100,Short Term
"009-0424",3U : Urban Principal Arterial - Other,"33.071812, -83.254029",2019,9780,Actual,504,375,0.88,0.399,0.117,0.8,14300,Short Term
"009-0426",4U : Urban Minor Arterial,"33.087687, -83.268452",2019,3940,Estimated,152,32,0.807,0.252,0.09,0.8,4960,Short Term
"009-0428",6U : Urban Minor Collector,"33.060869, -83.247504",2019,1240,Estimated,,,,,0.0984,0.5,1570,Short Term
"009-0430",6U : Urban Minor Collector,"33.069630, -83.238136",2019,2050,Estimated,,,,,0.1072,0.5,2580,Short Term
"009-0432",6U : Urban Minor Collector,"33.071917, -83.246392",2019,3880,Estimated,,,,,0.0967,0.65,4890,Short Term
"009-0434",4U : Urban Minor Arterial,"33.047801, -83.242327",2019,1070,Estimated,,,,,0.104,0.5,1350,Short Term
"009-0436",6U : Urban Minor Collector,"33.157444, -83.304985",2019,2520,Estimated,,,,,0.102,0.5,4390,Short Term
"009-0438",6U : Urban Minor Collector,"33.095352, -83.326393",2019,750,Estimated,,,,,,,940,Short Term
"009-0440",6U : Urban Minor Collector,"33.152103, -83.257272",2019,580,Estimated,,,,,0.1114,0.5,910,Short Term
"009-7002",6U : Urban Minor Collector,"33.059879, -83.278462",2019,990,Actual,,,,,0.1017,0.8,1420,Short Term
"009-8003",7U : Urban Local,"33.154273, -83.257290",2019,1480,Estimated,,,,,,,1870,Short Term
"009-8005",7U : Urban Local,"33.180290, -83.268433",2019,1140,Estimated,,,,,0.1199,0.5,1500,Short Term
"009-8009",7U : Urban Local,"33.060651, -83.237834",2019,90,Estimated,,,,,,,230,Short Term
